target,biasedFitness,capacity,diversity,fitness,avg_eff,max_p,max_w,mean,min_p,min_w,std,p_0,p_1,p_2,p_3,p_4,p_5,p_6,p_7,p_8,p_9,p_10,p_11,p_12,p_13,p_14,p_15,p_16,p_17,p_18,p_19,p_20,p_21,p_22,p_23,p_24,p_25,p_26,p_27,p_28,p_29,p_30,p_31,p_32,p_33,p_34,p_35,p_36,p_37,p_38,p_39,p_40,p_41,p_42,p_43,p_44,p_45,p_46,p_47,p_48,p_49,w_0,w_1,w_2,w_3,w_4,w_5,w_6,w_7,w_8,w_9,w_10,w_11,w_12,w_13,w_14,w_15,w_16,w_17,w_18,w_19,w_20,w_21,w_22,w_23,w_24,w_25,w_26,w_27,w_28,w_29,w_30,w_31,w_32,w_33,w_34,w_35,w_36,w_37,w_38,w_39,w_40,w_41,w_42,w_43,w_44,w_45,w_46,w_47,w_48,w_49
MEA_KP_combined_front_1000_generations_10_PS_NS_K_3_threshold_3_Euclidean_WS_0.45_0.55_Inst_N_100_Target_GA32PS_CR_0.7_1e5Evals_rep_0.json,-354.900390625,9193,1998.971923828125,939.7293701171875,2.0,984.0,982.0,453.8699951171875,4.0,3.0,286.6793518066406,95,773,841,984,29,792,323,560,350,631,672,731,410,437,515,192,121,876,4,745,253,254,380,358,915,89,434,904,638,362,389,972,810,188,385,504,266,590,794,85,590,372,615,192,902,316,81,926,870,646,738,198,538,200,72,900,3,285,553,111,551,228,431,623,650,186,213,405,57,708,543,982,228,530,126,482,82,120,325,113,144,107,47,975,694,848,97,273,710,697,376,590,463,107,359,586,718,209,932,113
MEA_KP_combined_front_1000_generations_10_PS_NS_K_3_threshold_3_Euclidean_WS_0.45_0.55_Inst_N_100_Target_GA32PS_CR_0.7_1e5Evals_rep_0.json,-1280.2999267578125,6774,2077.20263671875,566.3264770507812,8.779999732971191,986.0,995.0,503.1300048828125,4.0,1.0,288.7704772949219,791,487,941,655,708,353,625,143,676,588,294,409,14,18,237,788,630,736,250,160,202,640,378,117,792,719,272,4,857,206,406,28,853,403,853,779,654,715,670,20,879,288,520,603,884,847,307,424,986,664,807,949,811,148,19,735,175,269,118,188,209,440,532,573,585,67,955,671,200,386,680,501,222,291,898,934,579,740,995,140,949,860,534,536,892,1,396,491,169,529,717,380,662,95,138,664,494,679,105,732
MEA_KP_combined_front_1000_generations_10_PS_NS_K_3_threshold_3_Euclidean_WS_0.45_0.55_Inst_N_100_Target_GA32PS_CR_0.7_1e5Evals_rep_0.json,-202.75,14445,3569.43505859375,1871.9517822265625,1.1799999475479126,973.0,980.0,496.510009765625,16.0,20.0,285.3746337890625,783,930,869,778,243,890,64,148,503,973,318,799,796,755,194,63,66,384,98,356,973,859,774,917,234,115,393,721,864,485,680,887,917,206,374,587,740,204,407,823,326,419,389,850,574,376,16,555,580,696,188,429,512,397,732,20,297,274,259,791,44,59,194,167,133,302,455,82,623,58,804,487,552,919,373,765,980,886,974,430,775,674,216,811,723,341,418,279,79,474,304,648,622,569,165,418,684,218,747,349
MEA_KP_combined_front_1000_generations_10_PS_NS_K_3_threshold_3_Euclidean_WS_0.45_0.55_Inst_N_100_Target_GA32PS_CR_0.7_1e5Evals_rep_0.json,249.8994140625,23466,1153.4561767578125,746.8556518554688,8.739999771118164,983.0,995.0,518.8499755859375,4.0,1.0,301.7649841308594,783,487,941,778,708,353,625,143,884,588,294,749,842,127,237,788,983,321,250,160,767,859,378,232,234,719,272,4,864,206,872,28,917,206,853,779,740,204,407,20,326,288,520,850,574,847,16,805,580,664,807,949,811,67,19,735,297,269,554,791,44,440,194,167,777,594,955,82,200,58,680,501,689,919,373,216,980,740,995,140,949,860,534,945,723,1,418,491,169,529,717,380,662,95,688,418,494,218,747,732
MEA_KP_combined_front_1000_generations_10_PS_NS_K_3_threshold_3_Euclidean_WS_0.45_0.55_Inst_N_100_Target_GA32PS_CR_0.7_1e5Evals_rep_0.json,-47.49951171875,21565,1515.494873046875,812.1474609375,2.179999828338623,995.0,991.0,443.04998779296875,14.0,1.0,301.5845947265625,257,487,499,984,101,14,776,143,872,296,626,65,106,18,414,433,121,60,250,160,852,320,378,17,37,719,873,310,995,188,912,934,163,188,409,146,327,590,794,20,681,372,408,603,270,496,414,29,870,586,122,900,959,333,658,406,266,841,991,188,209,228,532,519,774,67,428,671,57,386,543,238,114,267,126,482,82,937,919,757,869,947,414,464,271,1,887,491,169,529,717,647,659,208,127,335,351,679,932,25
MEA_KP_combined_front_1000_generations_10_PS_NS_K_3_threshold_3_Euclidean_WS_0.45_0.55_Inst_N_100_Target_GA32PS_CR_0.7_1e5Evals_rep_0.json,82.7998046875,18162,3324.696044921875,1865.8427734375,3.759999990463257,995.0,999.0,475.1499938964844,3.0,2.0,307.7754211425781,448,773,790,984,332,14,912,560,872,363,626,731,106,329,414,433,121,60,4,399,852,510,3,188,37,762,949,310,995,730,912,934,163,188,302,685,327,590,794,85,681,372,615,764,902,496,414,29,870,586,122,900,218,333,264,406,266,285,991,999,551,228,554,519,650,186,45,290,57,318,543,28,114,267,126,482,82,937,325,757,144,947,357,464,566,977,887,2,439,749,971,647,206,208,127,335,718,567,932,113
MEA_KP_combined_front_1000_generations_10_PS_NS_K_3_threshold_3_Euclidean_WS_0.45_0.55_Inst_N_100_Target_GA32PS_CR_0.7_1e5Evals_rep_0.json,-103.849609375,19500,3324.780029296875,1781.896728515625,8.769999504089355,986.0,995.0,548.8300170898438,4.0,1.0,286.7578430175781,944,487,941,549,857,353,146,742,884,44,294,749,842,127,237,788,983,321,250,160,767,565,378,232,792,719,529,4,857,206,872,105,853,403,853,779,654,384,441,338,88,874,520,603,884,847,526,805,986,508,807,949,811,67,19,759,175,269,554,884,209,250,532,573,777,594,955,671,200,386,680,501,689,291,898,216,522,320,995,402,940,860,534,945,948,1,60,526,722,529,717,380,654,95,688,664,494,430,507,164
MEA_KP_combined_front_1000_generations_10_PS_NS_K_3_threshold_3_Euclidean_WS_0.45_0.55_Inst_N_100_Target_GA32PS_CR_0.7_1e5Evals_rep_0.json,11.60009765625,12510,2940.02685546875,1622.23486328125,0.6499999761581421,999.0,995.0,460.80999755859375,4.0,19.0,274.6617736816406,439,277,941,655,85,353,134,416,521,199,294,409,247,50,237,932,711,736,250,106,202,609,378,704,396,304,378,4,68,515,406,28,274,403,853,818,654,715,670,999,983,288,520,921,775,847,307,424,46,664,275,317,85,252,19,735,46,262,118,696,209,440,711,573,562,187,191,209,200,386,680,501,222,291,898,934,579,344,995,140,949,454,534,536,464,653,930,563,462,367,964,380,485,95,345,664,494,870,105,565
MEA_KP_combined_front_1000_generations_10_PS_NS_K_3_threshold_3_Euclidean_WS_0.45_0.55_Inst_N_100_Target_GA32PS_CR_0.7_1e5Evals_rep_0.json,0.0,5135,2801.45849609375,1540.80224609375,0.5699999928474426,983.0,992.0,548.7000122070312,29.0,17.0,280.2886657714844,944,719,429,549,857,661,146,742,884,44,906,749,842,127,929,173,983,321,128,740,767,565,892,232,825,29,529,505,40,55,872,105,95,457,215,962,829,384,441,338,88,874,302,878,227,671,526,805,737,508,493,594,723,67,383,759,509,839,554,884,554,250,293,17,777,594,440,679,375,677,752,567,689,528,922,216,522,320,612,402,940,643,992,945,948,323,60,526,722,974,405,375,654,797,688,430,730,430,507,164
MEA_KP_combined_front_1000_generations_10_PS_NS_K_3_threshold_3_Euclidean_WS_0.45_0.55_Inst_N_100_Target_GA32PS_CR_0.7_1e5Evals_rep_0.json,814.949462890625,8944,1999.8909912109375,1466.6673583984375,2.379999876022339,912.0,959.0,454.69000244140625,4.0,1.0,289.1485595703125,257,487,499,655,101,353,776,143,676,296,745,65,158,18,237,444,903,312,250,160,202,320,378,17,792,719,873,4,857,188,815,28,42,281,409,146,543,715,717,20,912,905,408,603,270,141,307,284,778,664,807,949,959,148,658,843,497,841,27,188,209,440,532,761,774,67,428,671,200,386,680,238,496,291,618,754,181,348,919,140,869,860,414,536,271,1,354,491,169,529,717,587,659,95,138,916,351,679,885,25
MEA_KP_combined_front_1000_generations_10_PS_NS_K_3_threshold_3_Euclidean_WS_0.45_0.55_Inst_N_100_Target_GA32PS_CR_0.7_1e5Evals_rep_0.json,-354.900390625,9193,1998.971923828125,939.7293701171875,2.0,984.0,982.0,453.8699951171875,4.0,3.0,286.6793518066406,95,773,841,984,29,792,323,560,350,631,672,731,410,437,515,192,121,876,4,745,253,254,380,358,915,89,434,904,638,362,389,972,810,188,385,504,266,590,794,85,590,372,615,192,902,316,81,926,870,646,738,198,538,200,72,900,3,285,553,111,551,228,431,623,650,186,213,405,57,708,543,982,228,530,126,482,82,120,325,113,144,107,47,975,694,848,97,273,710,697,376,590,463,107,359,586,718,209,932,113
MEA_KP_combined_front_1000_generations_10_PS_NS_K_3_threshold_3_Euclidean_WS_0.45_0.55_Inst_N_100_Target_GA32PS_CR_0.7_1e5Evals_rep_0.json,-65.44921875,25676,2210.522216796875,1186.3350830078125,0.5699999928474426,983.0,992.0,548.7000122070312,29.0,17.0,280.2886657714844,944,719,429,549,857,661,146,742,884,44,906,749,842,127,929,173,983,321,128,740,767,565,892,232,825,29,529,505,40,55,872,105,95,457,215,962,829,384,441,338,88,874,302,878,227,671,526,805,737,508,493,594,723,67,383,759,509,839,554,884,554,250,293,17,777,594,440,679,375,677,752,567,689,528,922,216,522,320,612,402,940,643,992,945,948,323,60,526,722,974,405,375,654,797,688,430,730,430,507,164
