target,biasedFitness,capacity,diversity,fitness,avg_eff,max_p,max_w,mean,min_p,min_w,std,p_0,p_1,p_2,p_3,p_4,p_5,p_6,p_7,p_8,p_9,p_10,p_11,p_12,p_13,p_14,p_15,p_16,p_17,p_18,p_19,p_20,p_21,p_22,p_23,p_24,p_25,p_26,p_27,p_28,p_29,p_30,p_31,p_32,p_33,p_34,p_35,p_36,p_37,p_38,p_39,p_40,p_41,p_42,p_43,p_44,p_45,p_46,p_47,p_48,p_49,w_0,w_1,w_2,w_3,w_4,w_5,w_6,w_7,w_8,w_9,w_10,w_11,w_12,w_13,w_14,w_15,w_16,w_17,w_18,w_19,w_20,w_21,w_22,w_23,w_24,w_25,w_26,w_27,w_28,w_29,w_30,w_31,w_32,w_33,w_34,w_35,w_36,w_37,w_38,w_39,w_40,w_41,w_42,w_43,w_44,w_45,w_46,w_47,w_48,w_49
MEA_KP_combined_front_1000_generations_10_PS_NS_K_3_threshold_3_Euclidean_WS_1_0_Inst_N_100_Target_GA32PS_CR_0.7_1e5Evals_rep_0.json,296.0498046875,15218,1634.9788818359375,296.0498046875,0.6200000047683716,988.0,996.0,488.0899963378906,3.0,51.0,285.01947021484375,689,35,556,936,768,366,883,901,683,386,243,23,902,405,594,618,796,568,134,840,656,231,73,892,455,303,321,452,850,988,33,744,564,800,432,955,333,632,261,117,441,465,771,484,3,39,69,357,742,105,322,53,119,447,152,321,929,284,254,733,592,388,191,369,450,828,544,396,418,406,271,441,57,505,958,638,658,916,510,830,636,848,51,299,212,420,818,290,996,451,975,462,245,910,591,162,443,839,179,108
MEA_KP_combined_front_1000_generations_10_PS_NS_K_3_threshold_3_Euclidean_WS_1_0_Inst_N_100_Target_GA32PS_CR_0.7_1e5Evals_rep_0.json,126.7001953125,17434,1572.390625,126.7001953125,1.9399999380111694,978.0,996.0,500.0299987792969,23.0,13.0,306.2354736328125,689,35,833,936,482,230,883,588,501,873,243,23,902,957,594,27,796,783,134,840,656,231,73,101,597,978,536,452,850,807,33,317,739,256,498,955,333,632,818,117,609,378,685,961,758,39,69,357,742,105,243,902,727,717,152,825,929,284,254,733,433,271,33,521,14,828,544,396,418,384,643,441,349,91,958,33,493,205,916,830,636,313,629,299,459,420,137,456,996,579,975,46,13,800,514,648,975,223,179,108
MEA_KP_combined_front_1000_generations_10_PS_NS_K_3_threshold_3_Euclidean_WS_1_0_Inst_N_100_Target_GA32PS_CR_0.7_1e5Evals_rep_0.json,2212.89990234375,6684,130.06776428222656,2212.89990234375,1.4799998998641968,988.0,997.0,507.07000732421875,3.0,13.0,276.6850891113281,230,481,556,364,768,366,629,901,683,386,664,177,902,405,494,618,796,568,970,24,802,373,470,892,455,303,611,613,686,988,394,744,564,256,432,650,737,6,261,393,441,465,771,745,3,39,868,153,636,464,322,53,119,447,253,321,561,988,324,273,592,388,191,656,450,406,544,154,418,406,271,997,57,505,33,649,658,916,510,965,30,848,51,565,932,433,818,290,777,579,971,462,13,800,591,162,975,839,179,768
MEA_KP_combined_front_1000_generations_10_PS_NS_K_3_threshold_3_Euclidean_WS_1_0_Inst_N_100_Target_GA32PS_CR_0.7_1e5Evals_rep_0.json,290.349609375,11432,324.10174560546875,290.349609375,1.1799999475479126,990.0,996.0,511.4800109863281,24.0,33.0,296.9422302246094,689,481,833,936,482,230,883,588,501,873,243,177,864,957,990,27,318,783,134,24,285,231,472,101,597,978,321,613,850,807,33,317,739,256,498,790,333,632,818,393,609,607,685,961,758,133,69,357,636,105,243,902,727,717,152,825,929,284,254,733,433,271,33,521,61,828,544,396,947,384,643,441,113,341,958,33,493,205,916,830,636,313,629,595,212,420,818,456,996,451,975,46,245,800,269,648,975,223,179,108
MEA_KP_combined_front_1000_generations_10_PS_NS_K_3_threshold_3_Euclidean_WS_1_0_Inst_N_100_Target_GA32PS_CR_0.7_1e5Evals_rep_0.json,95.400390625,8724,166.33624267578125,95.400390625,1.25,990.0,996.0,503.4800109863281,23.0,33.0,303.51824951171875,689,481,833,936,482,230,883,588,501,873,243,23,864,957,990,27,318,783,134,840,285,231,472,101,597,978,321,452,850,807,33,317,739,800,498,955,333,632,818,393,128,607,685,484,758,133,69,357,742,105,243,902,727,717,152,825,929,284,254,733,433,271,33,369,61,828,223,396,947,384,643,441,113,91,958,33,493,205,916,830,636,313,629,595,212,420,137,456,996,451,975,46,245,910,269,648,975,223,315,108
MEA_KP_combined_front_1000_generations_10_PS_NS_K_3_threshold_3_Euclidean_WS_1_0_Inst_N_100_Target_GA32PS_CR_0.7_1e5Evals_rep_0.json,153.1494140625,21885,1821.2825927734375,153.1494140625,1.0199999809265137,992.0,997.0,508.2900085449219,3.0,30.0,289.6294250488281,230,200,813,364,20,366,629,901,781,386,231,29,649,405,494,618,796,557,970,574,992,373,470,892,455,303,721,613,686,988,394,744,564,914,432,933,737,6,663,393,441,465,771,629,3,39,868,153,636,464,322,53,476,447,346,321,561,162,912,273,592,994,191,404,450,406,544,154,327,406,271,997,57,576,33,649,57,114,510,965,30,848,51,565,932,433,818,290,273,579,971,462,938,800,591,162,975,839,179,768
MEA_KP_combined_front_1000_generations_10_PS_NS_K_3_threshold_3_Euclidean_WS_1_0_Inst_N_100_Target_GA32PS_CR_0.7_1e5Evals_rep_0.json,329.7998046875,20681,699.2374267578125,329.7998046875,1.059999942779541,992.0,996.0,483.8299865722656,27.0,30.0,300.5910339355469,689,200,833,936,482,366,629,588,501,386,243,29,649,957,594,27,318,783,970,574,992,373,89,101,455,303,721,452,850,684,33,317,564,914,325,933,737,632,818,393,128,465,685,629,391,133,868,153,636,105,35,902,476,447,152,825,603,284,254,59,433,994,191,369,61,933,223,904,327,384,577,441,113,91,958,638,57,205,916,830,30,313,51,299,932,433,818,264,996,451,975,46,245,419,269,162,443,839,315,768
MEA_KP_combined_front_1000_generations_10_PS_NS_K_3_threshold_3_Euclidean_WS_1_0_Inst_N_100_Target_GA32PS_CR_0.7_1e5Evals_rep_0.json,124.7509765625,20062,94.0985107421875,124.7509765625,1.0299999713897705,992.0,997.0,538.0599975585938,6.0,30.0,298.6447448730469,689,200,833,950,20,230,883,588,781,873,243,29,649,957,594,618,646,783,970,840,992,373,89,892,455,978,721,452,850,684,768,317,564,800,498,955,737,6,818,117,441,378,771,484,758,133,69,153,742,914,896,902,476,447,346,321,929,162,912,733,433,271,33,369,61,828,544,396,327,384,643,997,113,576,33,638,493,114,510,965,30,313,629,299,212,420,818,264,996,375,971,462,245,910,591,648,180,223,315,768
MEA_KP_combined_front_1000_generations_10_PS_NS_K_3_threshold_3_Euclidean_WS_1_0_Inst_N_100_Target_GA32PS_CR_0.7_1e5Evals_rep_0.json,873.4501953125,8209,516.226318359375,873.4501953125,1.959999918937683,978.0,996.0,493.6300048828125,6.0,6.0,305.7650146484375,230,200,813,950,20,366,883,631,781,873,231,29,864,405,594,618,318,783,970,574,656,231,89,101,455,978,721,452,850,684,768,744,564,914,498,933,333,6,818,393,128,465,685,629,758,39,868,153,636,105,896,53,727,717,346,825,929,162,912,733,433,271,191,404,450,933,223,396,327,384,577,441,113,91,958,649,57,114,510,830,30,313,51,299,212,433,137,264,996,375,971,462,938,910,591,162,443,223,6,108
MEA_KP_combined_front_1000_generations_10_PS_NS_K_3_threshold_3_Euclidean_WS_1_0_Inst_N_100_Target_GA32PS_CR_0.7_1e5Evals_rep_0.json,232.4990234375,18291,857.642578125,232.4990234375,1.1899999380111694,991.0,996.0,521.0599975585938,24.0,33.0,296.804443359375,689,481,833,936,482,230,883,588,501,873,243,177,864,957,990,27,318,783,134,24,285,231,472,101,597,978,321,613,850,807,991,317,739,256,498,790,333,632,818,393,609,607,685,961,758,133,69,357,636,105,243,902,727,717,152,825,929,284,254,733,433,271,33,521,61,828,544,396,947,384,643,441,113,341,958,33,493,205,916,830,636,313,629,595,212,420,818,456,996,451,975,46,245,800,269,648,975,223,179,108
MEA_KP_combined_front_1000_generations_10_PS_NS_K_3_threshold_3_Euclidean_WS_1_0_Inst_N_100_Target_GA32PS_CR_0.7_1e5Evals_rep_0.json,258.349609375,17413,36.70581817626953,258.349609375,1.1299999952316284,992.0,997.0,504.0299987792969,6.0,33.0,308.1488037109375,689,35,833,936,482,230,883,631,501,873,231,29,864,957,594,618,318,557,970,574,992,373,73,101,455,978,721,452,297,807,768,317,564,800,325,955,737,6,663,117,128,465,685,484,391,133,868,153,742,105,35,902,727,447,152,321,603,162,912,733,433,271,33,369,61,933,223,904,947,384,577,997,113,91,958,638,57,205,916,965,636,313,629,299,212,420,818,456,273,375,975,46,938,419,591,648,180,223,315,108
MEA_KP_combined_front_1000_generations_10_PS_NS_K_3_threshold_3_Euclidean_WS_1_0_Inst_N_100_Target_GA32PS_CR_0.7_1e5Evals_rep_0.json,317.0,20642,58.3060417175293,317.0,0.9899999499320984,970.0,997.0,514.2899780273438,6.0,30.0,295.61328125,230,481,556,364,20,366,629,901,781,386,231,29,902,405,494,618,646,568,970,24,802,373,89,892,455,303,721,613,686,684,394,744,564,914,325,933,737,6,663,393,441,465,771,629,391,39,868,153,636,914,35,53,119,447,253,321,561,988,324,273,592,994,191,404,450,933,544,154,418,406,577,997,57,505,33,649,57,916,510,965,30,848,51,565,932,433,818,290,273,579,971,462,938,800,591,162,975,839,179,768
MEA_KP_combined_front_1000_generations_10_PS_NS_K_3_threshold_3_Euclidean_WS_1_0_Inst_N_100_Target_GA32PS_CR_0.7_1e5Evals_rep_0.json,1052.1500244140625,6659,201.72109985351562,1052.1500244140625,1.2999999523162842,990.0,997.0,509.75,24.0,13.0,279.9898376464844,689,481,556,364,482,230,883,588,683,873,664,177,864,405,990,27,318,783,970,24,802,373,472,101,455,303,321,613,686,988,394,744,739,256,432,790,333,632,818,393,609,607,685,745,758,133,69,153,636,464,322,53,119,447,253,321,929,988,324,733,592,271,191,521,61,828,544,396,418,406,643,997,113,341,958,33,658,205,510,830,636,313,629,565,212,433,818,456,996,579,971,462,13,800,269,162,975,839,179,108
MEA_KP_combined_front_1000_generations_10_PS_NS_K_3_threshold_3_Euclidean_WS_1_0_Inst_N_100_Target_GA32PS_CR_0.7_1e5Evals_rep_0.json,2100.89990234375,8688,56.21577072143555,2100.89990234375,1.0,990.0,975.0,522.4099731445312,3.0,33.0,277.7344055175781,689,481,833,936,482,230,883,588,683,873,664,177,864,405,990,618,318,783,970,24,802,231,472,892,597,303,611,613,686,988,33,744,564,256,498,790,737,632,261,393,609,465,771,745,3,39,868,153,636,464,243,902,119,447,152,321,561,284,324,273,433,271,33,521,61,828,544,396,418,406,271,441,113,341,958,649,493,916,916,830,636,848,51,565,212,433,818,456,777,579,971,462,245,800,269,162,975,223,179,768
MEA_KP_combined_front_1000_generations_10_PS_NS_K_3_threshold_3_Euclidean_WS_1_0_Inst_N_100_Target_GA32PS_CR_0.7_1e5Evals_rep_0.json,2100.89990234375,8688,56.21577072143555,2100.89990234375,1.0,990.0,975.0,522.4099731445312,3.0,33.0,277.7344055175781,689,481,833,936,482,230,883,588,683,873,664,177,864,405,990,618,318,783,970,24,802,231,472,892,597,303,611,613,686,988,33,744,564,256,498,790,737,632,261,393,609,465,771,745,3,39,868,153,636,464,243,902,119,447,152,321,561,284,324,273,433,271,33,521,61,828,544,396,418,406,271,441,113,341,958,649,493,916,916,830,636,848,51,565,212,433,818,456,777,579,971,462,245,800,269,162,975,223,179,768
MEA_KP_combined_front_1000_generations_10_PS_NS_K_3_threshold_3_Euclidean_WS_1_0_Inst_N_100_Target_GA32PS_CR_0.7_1e5Evals_rep_0.json,1307.0,7011,155.47756958007812,1307.0,0.8799999952316284,970.0,997.0,517.8099975585938,3.0,30.0,283.59649658203125,230,481,556,364,20,366,629,901,781,386,664,177,902,405,494,618,796,568,970,24,802,373,470,892,455,303,721,613,686,684,394,744,564,914,325,933,737,6,261,393,441,465,771,629,3,39,868,153,636,464,322,53,119,447,253,321,561,988,324,273,592,388,191,404,450,933,544,154,418,406,271,997,57,505,33,649,658,916,510,965,30,848,51,565,932,433,818,290,777,579,971,462,938,800,591,162,975,839,179,768
MEA_KP_combined_front_1000_generations_10_PS_NS_K_3_threshold_3_Euclidean_WS_1_0_Inst_N_100_Target_GA32PS_CR_0.7_1e5Evals_rep_0.json,330.99951171875,15069,154.3040008544922,330.99951171875,0.6599999666213989,970.0,997.0,516.780029296875,3.0,30.0,289.4471130371094,230,481,833,364,20,230,629,901,501,386,243,177,902,957,494,27,318,783,970,24,802,231,470,101,455,303,721,613,686,807,394,744,564,256,498,933,737,632,261,393,609,607,771,629,3,39,69,153,636,464,243,53,727,447,253,825,929,284,324,733,433,271,191,521,450,933,544,396,947,406,643,997,57,505,958,33,658,205,916,965,30,313,629,565,932,420,818,290,777,451,971,462,938,800,591,648,975,223,179,768
MEA_KP_combined_front_1000_generations_10_PS_NS_K_3_threshold_3_Euclidean_WS_1_0_Inst_N_100_Target_GA32PS_CR_0.7_1e5Evals_rep_0.json,323.2490234375,19675,312.28240966796875,323.2490234375,1.0099999904632568,990.0,996.0,545.2999877929688,6.0,33.0,288.7306213378906,689,481,833,364,482,230,883,588,781,386,664,177,864,405,990,27,796,568,970,24,802,373,470,101,597,978,321,613,850,807,33,744,564,914,498,790,333,6,818,393,609,607,771,629,758,133,868,153,636,105,243,53,727,717,253,825,561,284,324,273,433,271,33,404,450,933,544,396,947,406,271,441,57,341,958,33,658,916,916,830,636,848,629,595,212,420,818,456,996,579,975,462,938,800,269,162,975,839,179,768
MEA_KP_combined_front_1000_generations_10_PS_NS_K_3_threshold_3_Euclidean_WS_1_0_Inst_N_100_Target_GA32PS_CR_0.7_1e5Evals_rep_0.json,349.7998046875,17601,169.72918701171875,349.7998046875,1.3399999141693115,988.0,988.0,504.30999755859375,3.0,13.0,287.896484375,230,481,833,364,482,366,883,588,683,386,664,177,864,405,494,618,796,783,970,24,802,373,472,892,597,303,611,613,686,988,33,744,564,256,432,790,737,6,261,393,441,465,771,745,3,39,868,153,636,464,243,53,119,447,152,321,561,988,324,273,592,388,191,656,61,828,544,154,418,406,271,441,57,341,958,649,658,916,916,965,30,848,51,565,932,433,818,456,777,579,971,462,13,800,269,162,975,223,179,768
MEA_KP_combined_front_1000_generations_10_PS_NS_K_3_threshold_3_Euclidean_WS_1_0_Inst_N_100_Target_GA32PS_CR_0.7_1e5Evals_rep_0.json,529.900390625,20351,178.5107879638672,529.900390625,1.25,990.0,996.0,526.010009765625,24.0,33.0,299.7540283203125,689,481,833,936,482,230,883,588,683,873,243,177,864,405,990,27,318,783,970,24,802,231,472,101,597,978,611,613,686,988,33,744,739,256,498,790,333,632,818,393,609,465,685,961,758,133,69,153,636,464,243,902,119,447,152,825,929,284,254,273,433,271,33,521,61,828,544,396,947,384,271,441,113,341,958,33,493,916,916,830,636,848,629,595,212,433,818,456,996,451,975,46,245,800,269,162,975,223,179,768
MEA_KP_combined_front_1000_generations_10_PS_NS_K_3_threshold_3_Euclidean_WS_1_0_Inst_N_100_Target_GA32PS_CR_0.7_1e5Evals_rep_0.json,466.9499816894531,4333,127.95623779296875,466.9499816894531,0.8700000047683716,970.0,975.0,502.1199951171875,3.0,33.0,273.3799743652344,230,481,833,936,482,230,629,588,683,386,664,177,902,957,494,618,318,783,970,24,802,231,470,101,597,303,721,613,686,807,33,744,564,256,498,790,737,632,261,393,609,465,771,745,3,39,868,153,636,464,243,53,119,447,152,825,561,284,324,733,433,271,191,521,61,828,544,396,418,406,643,441,57,341,958,33,658,205,916,830,636,848,51,565,212,433,818,290,777,451,971,462,245,800,591,648,975,223,179,768
MEA_KP_combined_front_1000_generations_10_PS_NS_K_3_threshold_3_Euclidean_WS_1_0_Inst_N_100_Target_GA32PS_CR_0.7_1e5Evals_rep_0.json,380.0498046875,17642,47.24979782104492,380.0498046875,1.5,970.0,997.0,510.739990234375,3.0,13.0,277.6410827636719,230,481,556,364,768,366,629,901,781,386,664,177,902,405,494,618,796,568,970,24,802,373,470,892,455,303,611,613,686,684,394,744,564,914,432,933,737,6,261,393,441,465,771,629,3,39,868,153,636,464,322,53,119,447,253,321,561,988,324,273,592,388,191,404,450,406,544,154,418,406,271,997,57,505,33,649,658,916,510,965,30,848,51,565,932,433,818,290,777,579,971,462,13,800,591,162,975,839,179,768
MEA_KP_combined_front_1000_generations_10_PS_NS_K_3_threshold_3_Euclidean_WS_1_0_Inst_N_100_Target_GA32PS_CR_0.7_1e5Evals_rep_0.json,580.5498046875,20816,149.38272094726562,580.5498046875,1.3499999046325684,970.0,997.0,530.1900024414062,3.0,13.0,276.28338623046875,230,481,833,364,768,366,629,901,781,386,664,177,902,957,494,618,318,568,970,24,802,231,470,892,455,303,721,613,686,807,394,744,564,256,498,933,737,632,261,393,609,465,771,745,3,39,868,153,636,464,243,53,119,447,253,825,561,988,324,273,592,271,191,404,61,406,544,154,418,406,271,997,57,505,958,649,658,916,510,830,636,848,51,565,932,433,818,290,777,579,971,462,13,800,591,648,975,223,179,768
MEA_KP_combined_front_1000_generations_10_PS_NS_K_3_threshold_3_Euclidean_WS_1_0_Inst_N_100_Target_GA32PS_CR_0.7_1e5Evals_rep_0.json,344.69970703125,16721,707.6907958984375,344.69970703125,0.6699999570846558,970.0,975.0,510.4800109863281,3.0,33.0,273.5970153808594,230,481,833,936,482,230,629,588,501,386,243,177,902,957,494,27,318,783,970,24,802,231,470,101,597,303,721,613,686,807,394,744,564,256,498,790,737,632,261,393,609,607,771,629,3,39,69,153,636,464,243,53,727,447,253,825,929,284,324,733,433,271,191,521,450,933,544,396,418,406,643,441,57,505,958,33,658,205,916,830,636,848,51,565,932,420,818,290,777,451,971,462,245,800,591,648,975,223,179,768
MEA_KP_combined_front_1000_generations_10_PS_NS_K_3_threshold_3_Euclidean_WS_1_0_Inst_N_100_Target_GA32PS_CR_0.7_1e5Evals_rep_0.json,366.7001953125,12742,127.7484130859375,366.7001953125,0.6399999856948853,957.0,997.0,539.4299926757812,6.0,33.0,276.3822021484375,230,481,556,936,482,230,883,901,501,386,243,177,902,957,494,618,796,568,134,24,802,373,472,101,455,303,611,613,686,807,394,744,564,256,432,790,333,6,818,393,441,465,685,745,758,39,868,357,636,464,322,902,727,447,152,825,929,988,324,733,592,271,191,656,450,406,544,154,418,406,643,997,113,341,33,649,658,916,916,830,636,848,51,595,932,433,818,290,996,451,975,46,245,800,591,648,975,223,179,768
MEA_KP_combined_front_1000_generations_10_PS_NS_K_3_threshold_3_Euclidean_WS_1_0_Inst_N_100_Target_GA32PS_CR_0.7_1e5Evals_rep_0.json,1415.099853515625,6245,240.4659881591797,1415.099853515625,1.1399999856948853,988.0,997.0,501.4700012207031,3.0,30.0,277.57366943359375,689,481,556,364,482,366,629,588,683,873,664,177,864,405,494,618,796,783,970,24,802,231,472,892,455,303,611,613,686,988,33,744,564,256,498,933,737,632,261,393,609,465,771,629,3,39,868,153,636,464,243,53,119,447,152,321,561,988,324,273,433,271,33,404,61,406,544,396,418,406,271,997,113,505,33,649,493,916,510,965,30,848,51,565,212,433,818,290,777,579,971,462,245,800,591,162,975,839,179,768
MEA_KP_combined_front_1000_generations_10_PS_NS_K_3_threshold_3_Euclidean_WS_1_0_Inst_N_100_Target_GA32PS_CR_0.7_1e5Evals_rep_0.json,385.3505859375,15859,150.9923095703125,385.3505859375,0.9899999499320984,988.0,975.0,529.02001953125,3.0,33.0,279.9425048828125,230,481,833,936,482,230,883,588,683,873,664,177,902,957,494,618,318,783,970,24,802,231,470,892,597,303,611,613,686,988,33,744,564,256,498,790,737,632,261,393,609,465,771,745,3,39,868,153,636,464,243,902,119,447,152,825,561,284,324,733,433,271,33,521,61,828,544,396,418,406,271,441,113,341,958,33,493,916,916,830,636,848,51,565,212,433,818,456,777,451,971,462,245,800,591,648,975,223,179,768
